PassengerId,survival_prob,survived_pred,threshold,model_path,scored_at
923,0.27466576869170994,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
924,0.5824855083617873,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
925,0.6204733395146852,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
926,0.6434591528972038,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
927,0.27540023365861743,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
928,0.6719260354857375,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
929,0.7377012211175724,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
930,0.15715587698480563,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
931,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
932,0.1442933413371156,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
933,0.5989123222164805,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
934,0.08998362948665893,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
935,0.8577579646812503,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
936,0.8905448520059353,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
937,0.15715587698480563,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
938,0.5550542168477777,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
939,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
940,0.8985750744348941,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
941,0.6081176955284039,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
942,0.5923767984654948,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
943,0.4539223077304275,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
944,0.8510069899541005,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
945,0.9104832682164226,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
946,0.4343508053834043,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
947,0.17772572455998784,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
948,0.11145387601172485,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
949,0.15715587698480563,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
950,0.11269857183370967,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
951,0.9582307349720827,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
952,0.20385077666260357,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
953,0.30205729871668496,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
954,0.1974923433351771,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
955,0.8098261018291238,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
956,0.7386555587901589,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
957,0.8625265438112377,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
958,0.833057519720611,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
959,0.42246994819239697,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
960,0.6848428396165621,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
961,0.8178235437344832,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
962,0.7973145920804166,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
963,0.17931855941732375,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
964,0.6719260354857375,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
965,0.7058319356812771,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
966,0.95978892756528,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
967,0.6718695963859909,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
968,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
969,0.8137457615268293,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
970,0.3190298262583759,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
971,0.7973145920804166,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
972,0.33243207233814664,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
973,0.2090176013145017,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
974,0.4032531320761777,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
975,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
976,0.4343508053834043,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
977,0.1667276560265558,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
978,0.7774149035185242,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
979,0.7600555739873235,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
980,0.7633940659071287,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
981,0.5315639385046899,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
982,0.6833175361655756,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
983,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
984,0.9432082451267305,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
985,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
986,0.7337977432687769,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
987,0.15715587698480563,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
988,0.7042002138773873,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
989,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
990,0.7452995077017734,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
991,0.11955095730524773,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
992,0.9327721982239933,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
993,0.29636754523540293,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
994,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
995,0.15197590530821353,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
996,0.8117449266793,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
997,0.14203699513659973,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
998,0.2560688792288611,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
999,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1000,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1001,0.4249862140795018,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1002,0.32303917811509714,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1003,0.7633940659071287,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1004,0.9582307349720827,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1005,0.8302826494840668,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1006,0.7994309018138854,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1007,0.23632689656990324,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1008,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1009,0.8322372761543197,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1010,0.6405845185834119,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1011,0.8335617866741284,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1012,0.9248655508248509,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1013,0.1667276560265558,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1014,0.9501319148019063,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1015,0.14203699513659973,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1016,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1017,0.7672106434011571,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1018,0.17355851386603682,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1019,0.6727557606428274,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1020,0.2254904597303422,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1021,0.16247857631795776,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1022,0.12378707576114571,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1023,0.47601040345744494,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1024,0.6719260354857375,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1025,0.1667276560265558,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1026,0.08369874569067719,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1027,0.16247857631795776,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1028,0.21677849118583833,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1029,0.3544212163880642,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1030,0.7220731083096759,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1031,0.07589022103155722,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1032,0.5850095669249337,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1033,0.9425345251408974,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1034,0.3455791387908058,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1035,0.33649624116495286,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1036,0.4714246123728073,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1037,0.06956069541251232,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1038,0.5989123222164805,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1039,0.17355851386603682,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1040,0.5989123222164805,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1041,0.27218096094829003,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1042,0.9746250216296072,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1043,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1044,0.04365182595060428,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1045,0.6081176955284039,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1046,0.10858941259937614,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1047,0.16247857631795776,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1048,0.9505444650219793,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1049,0.7220731083096759,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1050,0.4714246123728073,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1051,0.6975880829938008,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1052,0.7633940659071287,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1053,0.32369361090466475,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1054,0.8760304224037817,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1055,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1056,0.23248917083561543,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1057,0.6480519642487371,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1058,0.5255237458478721,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1059,0.1355509990633678,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1060,0.9680289166458163,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1061,0.7299583905350299,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1062,0.1372741897763579,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1063,0.2134319673113727,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1064,0.1387622100272553,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1065,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1066,0.07589022103155722,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1067,0.9161722011017075,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1068,0.8996393474251637,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1069,0.41071105427971144,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1070,0.826200160230253,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1071,0.8831824660280272,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1072,0.3190298262583759,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1073,0.5775947760881978,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1074,0.959561131031939,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1075,0.2004238402950795,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1076,0.9631858849643793,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1077,0.2396378955864791,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1078,0.8960028919784708,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1079,0.14026373765622338,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1080,0.2523907525773032,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1081,0.2396378955864791,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1082,0.24192436244975668,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1083,0.5989123222164805,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1084,0.2026663372823859,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1085,0.177598477826988,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1086,0.5284482811834469,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1087,0.11955095730524773,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1088,0.8541088144153535,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1089,0.7600555739873235,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1090,0.3820793795384726,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1091,0.6719260354857375,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1092,0.7633940659071287,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1093,0.33146943685192476,0,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
1094,0.4791310300500239,1,0.45,..\outputs\titanic_feature_sel_20251016-165020_reduced_pipeline.pkl,2025-10-16T22:57:56Z
