PassengerId,survival_prob,survived_pred,Survived
1001,0.12839519773386282,0,0
1002,0.2426001496723018,0,0
1003,0.8601827446267523,1,1
1004,0.9368531284142151,1,1
1005,0.8298418933131024,1,1
1006,0.9541264490902154,1,1
1007,0.45367009387872753,0,0
1008,0.09801360573979093,0,0
1009,0.7393162874140152,1,1
1010,0.52377221576469,0,0
1011,0.8919842116773983,1,1
1012,0.921423461023091,1,1
1013,0.21883667905901472,0,0
1014,0.9952162638326079,1,1
1015,0.08722367410178176,0,0
1016,0.2525252726217154,0,0
1017,0.6915105918649342,1,1
1018,0.15689089884887594,0,0
1019,0.7171492771921897,1,1
1020,0.24348609443981828,0,0
1021,0.08778322395435881,0,0
1022,0.40282349083027713,0,0
1023,0.4666746676998494,0,0
1024,0.30190464193892486,0,1
1025,0.20899338539032136,0,0
1026,0.1429618402081869,0,0
1027,0.10446316285866414,0,0
1028,0.19462674724241008,0,0
1029,0.08056897651819606,0,0
1030,0.5064048624514925,0,1
1031,0.15589094118524943,0,0
1032,0.31137470795206074,0,1
1033,0.9878588750128477,1,1
1034,0.49110038778722237,0,0
1035,0.11169851914096386,0,0
1036,0.6792479948079405,1,0
1037,0.14623017419441697,0,0
1038,0.26384685040839917,0,0
1039,0.07338794148184416,0,0
1040,0.5316709526112612,0,0
1041,0.25394324452679823,0,0
1042,0.9834428925291576,1,1
1043,0.1642284802605847,0,0
1044,0.15806314102001148,0,0
1045,0.6307107729877945,1,1
1046,0.09972565163201345,0,0
1047,0.13130440358996673,0,0
1048,0.9877778194764784,1,1
1049,0.6292169005714972,1,1
1050,0.6792479948079405,1,0
1051,0.6874572087842544,1,1
1052,0.857390523230599,1,1
1053,0.6280324130401645,1,0
1054,0.9380327354423139,1,1
1055,0.052829353258338374,0,0
1056,0.22460043601684623,0,0
1057,0.5284017913131226,0,1
1058,0.43037977108329983,0,0
1059,0.11049198260629818,0,0
1060,0.9311229798415581,1,1
1061,0.5494029253730426,0,1
1062,0.08693931280706027,0,0
1063,0.1794584551494013,0,0
1064,0.18868355926178576,0,0
1065,0.18469954232955033,0,0
1066,0.14115603186961778,0,0
1067,0.9666388264387757,1,1
1068,0.9664718358961387,1,1
1069,0.5199653939296596,0,0
1070,0.9177068233092743,1,1
1071,0.9295302059551719,1,1
1072,0.134148475684245,0,0
1073,0.5969361084208689,0,0
1074,0.985123547507189,1,1
1075,0.2525252726217154,0,0
1076,0.9757244717875598,1,1
1077,0.1510806910066744,0,0
1078,0.9317522165685559,1,1
1079,0.2548375827027012,0,0
1080,0.34856448099235166,0,1
1081,0.21822750487723186,0,0
1082,0.17879304199459128,0,0
1083,0.18848017911156734,0,0
1084,0.33261728920358896,0,0
1085,0.10957153238852302,0,0
1086,0.4719089196973404,0,0
1087,0.15489209370804177,0,0
1088,0.7157025939442248,1,0
1089,0.664578299393184,1,1
1090,0.0751865435994413,0,0
1091,0.473330551068539,0,1
1092,0.7447525717491104,1,1
1093,0.7462982019965351,1,0
1094,0.5450182868767587,0,0
1095,0.915932263945888,1,1
1096,0.07984893197487838,0,0
1097,0.3998358154229021,0,0
1098,0.7825890323434648,1,1
1099,0.0773040386238455,0,0
1100,0.918504718142612,1,1
1101,0.05481189905006193,0,0
1102,0.32929536487691297,0,0
1103,0.052829353258338374,0,0
1104,0.3038934955130676,0,0
1105,0.8226379959376499,1,1
1106,0.4343091562621348,0,1
1107,0.3450324696462029,0,0
1108,0.8663470431600045,1,1
1109,0.49864141563503067,0,0
1110,0.9787705345805098,1,1
1111,0.0711472359632715,0,0
1112,0.790484951980433,1,1
1113,0.0984289196294518,0,0
1114,0.9054436733957562,1,1
1115,0.19178034851895207,0,0
1116,0.8607096966850974,1,1
1117,0.6484385694402492,1,1
1118,0.1607556872256936,0,0
1119,0.8603804358959479,1,1
1120,0.22494522254886232,0,0
1121,0.21121849078018834,0,0
1122,0.323784825020503,0,0
1123,0.9608707349407954,1,1
1124,0.20086109060052684,0,0
1125,0.1781445235477198,0,0
1126,0.5853529500692934,0,0
1127,0.09420974947210019,0,0
1128,0.4700674954726647,0,0
1129,0.23780804843285658,0,0
1130,0.8405145962369198,1,1
1131,0.9909297473199161,1,1
1132,0.855794418057084,1,1
1133,0.933705500692236,1,1
1134,0.6040056398285627,0,0
1135,0.040603778901022194,0,0
1136,0.12905594907313117,0,0
1137,0.4794928027043046,0,0
1138,0.9217764572838497,1,1
1139,0.27836136288597585,0,0
1140,0.8919842116773983,1,1
1141,0.4799561667945638,0,1
1142,0.942275488344707,1,1
1143,0.1534609906499514,0,0
1144,0.5130499177792422,0,0
1145,0.09315942153395153,0,0
1146,0.4164352594698842,0,0
1147,0.08693931280706027,0,0
1148,0.2525252726217154,0,0
1149,0.07444195636983104,0,0
1150,0.9245662995854893,1,1
1151,0.1850415812916746,0,0
1152,0.10490588574057778,0,0
1153,0.09268196377736172,0,0
1154,0.914852455066699,1,1
1155,0.7455005095808462,1,1
1156,0.24398696338208847,0,0
1157,0.040603778901022194,0,0
1158,0.08510518590537976,0,0
1159,0.08693931280706027,0,0
1160,0.47652871628708093,0,1
1161,0.1639779750442635,0,0
1162,0.46244354219456674,0,0
1163,0.2525252726217154,0,0
1164,0.9852021477385274,1,1
1165,0.5983356284944494,0,1
1166,0.12747962859460338,0,0
1167,0.8901418619161428,1,1
1168,0.07559814792643861,0,0
1169,0.15714945731723598,0,0
1170,0.12261702984700967,0,0
1171,0.07602394197342503,0,0
1172,0.5228521611268507,0,1
1173,0.7452600564103772,1,0
1174,0.8603804358959479,1,1
1175,0.5874903749898949,0,1
1176,0.7031342888372164,1,1
1177,0.0461851278556005,0,0
1178,0.09075408409634052,0,0
1179,0.4715588479941378,0,0
1180,0.18469954232955033,0,0
1181,0.0711472359632715,0,0
1182,0.25763736533649917,0,0
1183,0.814574570998571,1,1
1184,0.18469954232955033,0,0
1185,0.508702627238574,0,0
1186,0.27120148030116176,0,0
1187,0.059240674271195545,0,0
1188,0.9580616658239035,1,1
1189,0.32037498774625767,0,0
1190,0.26339467104696335,0,0
1191,0.1109761020895013,0,0
1192,0.27710863134811736,0,0
1193,0.29031370777264603,0,0
1194,0.1733711638924521,0,0
1195,0.10668916712719215,0,0
1196,0.8603804358959479,1,1
1197,0.923011711088326,1,1
1198,0.5695671691024086,0,0
1199,0.6742344450917269,1,0
1200,0.5000055228224907,0,0
1201,0.3621514256904332,0,1
1202,0.1322915243950353,0,0
1203,0.19795005571798413,0,0
1204,0.08693931280706027,0,0
1205,0.7678165938483303,1,1
1206,0.9505258292535456,1,1
1207,0.8403649374130253,1,1
1208,0.46947730054116626,0,0
1209,0.1686860889307052,0,0
1210,0.12604517066087145,0,0
1211,0.24276929052292373,0,0
1212,0.20667050740927223,0,0
1213,0.24790320656930273,0,0
1214,0.08056897651819606,0,0
1215,0.6377823125466427,1,0
1216,0.9802495678571634,1,1
1217,0.06816776697924362,0,0
1218,0.9283759885217961,1,1
1219,0.42480082151015464,0,0
1220,0.17356534902628445,0,0
1221,0.09024414547534779,0,0
1222,0.9340626876434927,1,1
1223,0.5411543283980671,0,0
1224,0.12747962859460338,0,0
1225,0.6587296048218394,1,1
1226,0.07080747658056198,0,0
1227,0.19526207748199131,0,0
1228,0.3094213064317089,0,0
1229,0.27181219291947056,0,0
1230,0.22972250419782544,0,0
1231,0.18469954232955033,0,0
1232,0.15655407495816845,0,0
1233,0.17187864540599435,0,0
1234,0.22506733289248534,0,0
1235,0.9409405421075911,1,1
1236,0.19807512338068264,0,0
1237,0.6963929772988364,1,1
1238,0.08056897651819606,0,0
1239,0.7121857276066812,1,1
1240,0.054768772625884886,0,0
1241,0.9200355173851692,1,1
1242,0.9677524187074792,1,1
1243,0.07984893197487838,0,0
1244,0.2850503870168572,0,0
1245,0.38291155301564084,0,0
1246,0.7000437113845976,1,1
1247,0.2656105320568008,0,0
1248,0.9262837060507576,1,1
1249,0.040603778901022194,0,0
1250,0.2525252726217154,0,0
1251,0.41277535795746123,0,1
1252,0.15239175067332378,0,0
1253,0.9561313462330118,1,1
1254,0.9200355173851692,1,1
1255,0.18120755950531742,0,0
1256,0.9854165195774829,1,1
1257,0.36470042492600835,0,1
1258,0.30239618047174294,0,0
1259,0.6534901984005814,1,1
1260,0.9649673896304872,1,1
1261,0.30347439075514565,0,0
1262,0.17108290274817206,0,0
1263,0.9892878111406983,1,1
1264,0.12458805402387199,0,0
1265,0.25132264713837826,0,0
1266,0.9699985374415011,1,1
1267,0.9722260746127753,1,1
1268,0.47622081633355373,0,1
1269,0.08897924357941132,0,0
1270,0.23779327330159997,0,0
1271,0.28997503466103514,0,0
1272,0.2525252726217154,0,0
1273,0.20015973702528414,0,0
1274,0.5975633410951311,0,1
1275,0.43661413071321825,0,1
1276,0.08608662777532286,0,0
1277,0.9192746602301876,1,1
1278,0.21166479272370015,0,0
1279,0.13092780740091492,0,0
1280,0.23846359681795673,0,0
1281,0.24955862013062852,0,0
1282,0.30091523719255386,0,0
1283,0.9593389580537109,1,1
1284,0.27323512995596244,0,0
1285,0.07548037001141886,0,0
1286,0.06023194243281759,0,0
1287,0.985123547507189,1,1
1288,0.1671034146829746,0,0
1289,0.9882279961453984,1,1
1290,0.15661936681940206,0,0
1291,0.13394019156748085,0,0
1292,0.9906768478156391,1,1
1293,0.11370233536203891,0,0
1294,0.9852144463320741,1,1
1295,0.2700424707005279,0,0
1296,0.4975265547327352,0,0
1297,0.34480955325444995,0,0
1298,0.17428618883020555,0,0
1299,0.5459882443049575,0,0
1300,0.8532701843869441,1,1
1301,0.7338514175446071,1,1
1302,0.8603804358959479,1,1
1303,0.9724440662168411,1,1
1304,0.6210695843730681,1,1
1305,0.0711472359632715,0,0
1306,0.9798481799608987,1,1
1307,0.048414565085037733,0,0
1308,0.0711472359632715,0,0
1309,0.398584058736657,0,0
